antecedents,predicted_cause,confidence,support,lift
"Accident Type_Derailment, RUCC_2023_3, Visibility_Day",T,0.4400564174894217,0.011287988422575976,2.0184466278472644
"Accident Type_Derailment, Region_South, Visibility_Day",T,0.4399514759401537,0.039363241678726485,2.0179652829382424
"Track Type_Main, Weather Condition_Cloudy",M,0.43993759750390016,0.03060781476121563,1.717253946477588
"Region_South, Track Type_Main, Visibility_Dark",M,0.439508506616257,0.016823444283646887,1.7155790316160633
"Accident Type_Derailment, RUCC_2023_6, Region_South",T,0.4393063583815029,0.005499276410998553,2.0150062638009856
"Accident Type_Derailment, RUCC_2023_6, Track Type_Main",T,0.43909348441926344,0.00560781476121563,2.0140298555174976
"Region_Midwest, Track Type_Industry",T,0.4386666666666667,0.011903039073806078,2.012072131872995
"RUCC_2023_1, Track Type_Main, Visibility_Dark",M,0.4380378657487091,0.01841534008683068,1.7098385269445446
"RUCC_2023_3, Region_Midwest, Track Type_Main",M,0.4371069182389937,0.005028943560057887,1.7062046632009302
"Accident Type_Derailment, Region_Midwest, Visibility_Day",T,0.43637953651071265,0.03610709117221418,2.0015815448317453
"RUCC_2023_3, Track Type_Main, Weather Condition_Clear",M,0.4357034795763994,0.010419681620839363,1.7007264758496934
"Accident Type_Derailment, Track Type_Siding",T,0.4336283185840708,0.007091172214182344,1.9889622843783135
"Region_West, Track Type_Main, Visibility_Dark",M,0.4335548172757475,0.009442836468885673,1.6923393799606923
"Region_South, Track Type_Industry, Visibility_Dark",T,0.43169398907103823,0.005716353111432706,1.9800899200005804
"Region_West, Track Type_Main, Weather Condition_Cloudy",M,0.4307228915662651,0.005173661360347323,1.6812852313079463
"Region_West, Track Type_Main, Weather Condition_Clear",M,0.4299552906110283,0.020875542691751084,1.6782889750725634
"Region_South, Track Type_Industry",T,0.42897460018814676,0.01649782923299566,1.9676166527050076
"Accident Type_Derailment, RUCC_2023_3, Weather Condition_Cloudy",T,0.4281842818428185,0.005716353111432706,1.9639916279680556
"Track Type_Industry, Visibility_Day, Weather Condition_Clear",T,0.42578125,0.011830680173661361,1.9529694241619648
"Track Type_Main, Visibility_Dawn",M,0.4254587155963303,0.013422575976845152,1.6607370285387049
"Accident Type_Derailment, RUCC_2023_3, Region_South",T,0.4254032258064516,0.007633863965267728,1.9512355063541857
"Track Type_Main, Weather Condition_Clear",M,0.42382008235666774,0.09681620839363242,1.654340781858254
"Region_Midwest, Track Type_Main, Visibility_Day",M,0.42310635042081096,0.02000723589001447,1.6515547981402647
"Track Type_Main, Visibility_Dusk, Weather Condition_Clear",M,0.4223968565815324,0.007778581765557163,1.6487853574231826
"Accident Type_Derailment, RUCC_2023_6",T,0.4221902017291066,0.010600578871201157,1.9364980378016108
"Accident Type_Derailment, RUCC_2023_6, Weather Condition_Clear",T,0.42137096774193544,0.00756150506512301,1.9327403830712073
"RUCC_2023_1, Track Type_Industry, Visibility_Dark",T,0.42058823529411765,0.005173661360347323,1.929150153257453
Track Type_Industry,T,0.4204398447606727,0.035274963820549926,1.9284695169573505
"Accident Type_Derailment, Region_South, Weather Condition_Cloudy",T,0.42019543973941376,0.018668596237337194,1.927348482309558
"Accident Type_Derailment, RUCC_2023_7, Weather Condition_Clear",T,0.41758241758241754,0.006874095513748191,1.915363096909728
"Accident Type_Derailment, RUCC_2023_4",T,0.4170305676855895,0.013820549927641099,1.9128318770045958
"Accident Type_Derailment, RUCC_2023_4, Weather Condition_Clear",T,0.41666666666666663,0.00886396526772793,1.9111627392410664
"Accident Type_Derailment, RUCC_2023_2, Weather Condition_Cloudy",T,0.4164179104477612,0.010094066570188133,1.9100217465609226
"Accident Type_Derailment, Visibility_Day",T,0.41403616304014706,0.09775687409551374,1.899097170001604
"Accident Type_Derailment, RUCC_2023_3, Region_Midwest",T,0.413946587537092,0.010094066570188133,1.8986863059285137
"RUCC_2023_6, Track Type_Main",M,0.41235632183908044,0.010383502170767004,1.6095930992278187
"RUCC_2023_1, Track Type_Industry, Visibility_Day",T,0.41007194244604317,0.006186685962373372,1.8809141203466035
"Accident Type_Derailment, Weather Condition_Cloudy",T,0.4082240762812872,0.04956584659913169,1.8724383452397575
"Accident Type_Derailment, Track Type_Main, Weather Condition_Clear",T,0.4069247952345495,0.03954413892908828,1.866478815181372
"Region_South, Track Type_Industry, Weather Condition_Clear",T,0.40684931506849314,0.010745296671490594,1.8661326034671675
"RUCC_2023_1, Region_South, Track Type_Industry",T,0.4064665127020785,0.006367583212735167,1.8643767691811235
"Track Type_Industry, Visibility_Dark",T,0.40621118012422364,0.011830680173661361,1.863205612119738
"Region_Midwest, Track Type_Industry, Weather Condition_Clear",T,0.40604751619870416,0.006801736613603474,1.8624549199688323
"RUCC_2023_8, Track Type_Main",M,0.4057971014492754,0.008104196816208394,1.5839898155709606
"Accident Type_Derailment, Region_Midwest, Track Type_Main",T,0.4055472263868066,0.019573082489146167,1.8601601953752631
"Accident Type_Derailment, RUCC_2023_2, Region_Midwest",T,0.4047619047619047,0.011070911722141823,1.8565580895484644
"RUCC_2023_6, Track Type_Main, Weather Condition_Clear",M,0.4041666666666666,0.007018813314037626,1.5776255707762554
"Accident Type_Derailment, Visibility_Day, Weather Condition_Clear",T,0.40377196742391774,0.06816208393632417,1.8520174542975583
"RUCC_2023_2, Region_West, Visibility_Day",M,0.402745995423341,0.006367583212735167,1.5720801177095247
"Accident Type_Derailment, RUCC_2023_2, Visibility_Day",T,0.4023529411764706,0.018560057887120115,1.8455086780812557
"RUCC_2023_1, Track Type_Industry",T,0.4019823788546255,0.013205499276410999,1.843808986316271
